Estado,Sumatoria,Mediana,Varianza
Healthy,9.027531413379066,13.844257224961973,8.099126767879019
Healthy,8.969032026296903,14.037804093444214,8.042272362924923
Healthy,8.993975555093304,14.016236026655763,8.051194658803857
Healthy,9.026798840016543,14.074567625225413,8.11356906164232
Healthy,9.064234356899032,14.005540618342131,8.17323340406438
Healthy,9.577005297298369,14.724223449055385,8.807106891760814
Healthy,9.615632737312463,14.758261184415646,8.841184063498812
Healthy,9.614057206569166,14.624663060007416,8.866705795136603
Healthy,9.439884887798431,14.546597427051728,8.632672934609234
Healthy,9.639389399120448,14.771953741025442,8.888165882373809
Healthy,9.590583127908175,14.688830542271571,8.818026568488502
Healthy,9.623943598735515,14.666289983405864,8.85775889652339
Healthy,9.487306806455386,14.511729390132452,8.692167799010544
Healthy,9.586967967412814,14.789621242322662,8.796879225487801
Healthy,9.396119586454086,14.441470743626667,8.591058009770697
Healthy,8.784377812724065,13.716046692997741,7.804869437415818
Healthy,8.899634235017453,13.649372927534426,7.920973432439941
Healthy,8.921592531906049,12.809961266293968,7.8764385211434815
Healthy,8.886696372269878,12.870313587675149,7.835268146700947
Healthy,8.90920166028836,12.917337387829988,7.903031303249818
Healthy,8.950473645147282,12.828716538879911,7.885175840866529
Healthy,8.881748815356955,12.984075965047435,7.859738082041877
Healthy,8.885050353831355,13.007506269779432,7.894297131950428
Healthy,8.708086035057514,12.6075551782396,7.581781244528109
Healthy,9.255444381455392,13.680158393900305,8.393400409499307
Healthy,9.24968270170338,13.877245722367729,8.409209043190705
Healthy,9.307492693628085,13.800387988634032,8.447611786848222
Healthy,9.196579182136142,13.679305451116624,8.324250835629684
Healthy,9.290958505980909,13.741956553073068,8.458644353067767
Healthy,9.104131462854781,13.83419925826122,8.215666884477274
Healthy,8.955965105283074,13.285509039857734,8.005013835169892
Healthy,8.816611182170822,13.239053620292,7.836538557780167
Healthy,8.984256478471737,13.305020837396166,8.03401293693877
Healthy,8.99948500171249,13.458104118149423,8.032246523853658
Healthy,8.640828988046282,12.619708158872193,7.510889534900985
Healthy,8.67125628343107,12.560531343054,7.568119377551454
Healthy,8.716130136364216,12.7550681004239,7.645493129521805
Healthy,8.915589190377583,12.826355563270301,7.793902270046993
Healthy,8.921753941111636,12.992291630549822,7.8564393317394865
Healthy,9.2090430992359,13.450789573152528,8.282453185648725
Healthy,8.851237959042635,12.942563737459572,7.8274052989967275
Healthy,9.085992325277838,13.072511214214929,8.096034194160193
Healthy,8.928541146524184,12.947513556830616,7.89853589124734
Healthy,8.943974959242436,13.052146697746586,7.929565495855561
Healthy,9.48906918730477,13.322547675914539,8.50913699374272
Healthy,9.44985056737764,13.455762084978073,8.505538112808498
Healthy,8.639279039097019,11.09489520928974,6.006454579627877
Healthy,8.536055059953995,11.052103953627844,5.993963478067304
Healthy,8.771487014407672,11.333501645512447,6.2849303318691065
Healthy,8.75702779733899,11.367341271353375,6.3990108648044695
Healthy,8.702484383691662,11.300437204155305,6.265238373381248
Healthy,8.829196600552665,11.298924343718294,6.2966269628906915
Healthy,8.845892943264902,11.56399348805863,6.566594432331
Healthy,8.594628930668675,13.595803724864838,7.524291941361083
Healthy,7.926056739920277,13.685609804359462,6.839592026908928
Healthy,6.416543724463581,11.190724383363236,4.839474188609639
Healthy,5.449162152689252,9.812618640936101,3.5435294245940687
Healthy,5.762101920329827,10.316819301302827,3.918205990400803
Healthy,5.530685204800399,9.856572370448541,3.612570785834409
Healthy,5.483336743274236,9.699421975113149,3.5456789966841584
Healthy,5.721133118501442,10.170128634337612,3.923768408702183
Healthy,6.006976266200255,10.464235440758722,4.181050031089105
Healthy,7.592036849406928,11.03340029016246,6.030437729487759
Healthy,7.645038388054182,10.852147481837745,5.932162605487223
Healthy,7.615189065256572,10.987204138768057,6.021578662227826
Healthy,7.507904930189569,10.929680585663053,5.89525013433897
Healthy,7.365296490968493,10.934198121283291,5.809771450858977
Healthy,6.511225513022064,11.168980658020283,4.959155744013763
Healthy,6.5424510210455065,11.22119295002789,5.023530283224649
Healthy,6.560167570410694,11.187837884230165,5.026338500407092
Healthy,6.363512510445977,11.02323658879824,4.798415497249296
Healthy,7.23859576736787,10.826956176469226,5.640503078705161
Healthy,7.169719492701378,10.752372200662757,5.505635807192364
Healthy,7.2868508586681235,10.867857826994436,5.729280712438015
Healthy,7.376448890806323,11.027885093820673,5.821638027873502
Healthy,7.25846730903826,10.88163121124184,5.655058902751321
Healthy,7.1557780055263205,10.769724908054787,5.530801399157188
Healthy,7.252015293495614,10.710209718775136,5.607276433645456
Healthy,7.399353812549142,12.440762146838866,6.1429861016452465
Healthy,7.192631807857363,12.101584065997226,5.781288296013877
Healthy,7.485445378516244,12.476499810667153,6.162251352997118
Healthy,7.118530609778214,12.138019092728792,5.812719477236218
Healthy,5.798964628858325,10.102728901704651,3.9311562518257683
Healthy,5.691556157153183,9.918463527770184,3.7622529509936022
Healthy,5.669051026011115,9.917257408927588,3.7691244265013926
Healthy,6.20048704433875,10.592599647799375,4.481407169666357
Healthy,5.677614815059895,10.020714043950862,3.763881160880711
Healthy,6.1545318872317285,10.627967994849852,4.4522141679364236
Healthy,6.441017694597815,10.636562161335382,4.67121078257479
Healthy,5.6055926955588875,9.908626661155377,3.737418154774374
Healthy,5.954695767029361,10.211007564703621,4.1090988444185985
Healthy,7.166171513216984,11.299210301652414,5.633026719683816
Healthy,6.995360472536095,11.025729238951909,5.400646743172418
Healthy,6.945096234870003,10.904987994711371,5.309331912479717
Healthy,7.011507675030642,11.053606185562408,5.392470442536297
Healthy,7.021016949933824,10.991852281018222,5.405494878177612
Healthy,9.322266560255594,14.907240015243566,8.535824650430829
Healthy,9.151022335044306,14.476865817629564,8.304486287753837
Healthy,9.155056041192804,14.432391492013034,8.302743186908403
Healthy,9.292681989430701,14.698393861353862,8.47381765567944
Healthy,9.300909405652252,14.66317495233991,8.481679559015857
Healthy,9.453654438958429,14.771380189934654,8.67175465890278
Healthy,9.402652913515949,14.738372785489167,8.62873031908232
Healthy,9.455645134704698,13.803185444856204,8.597558354406464
Healthy,9.39646058276814,13.97108117021189,8.520418102167875
Healthy,9.311623957404606,14.0153865093858,8.438486552917995
Healthy,9.4096211034799,13.99242188459084,8.592727660996072
Healthy,9.34529040234229,13.841217438700621,8.490487992018908
Healthy,9.218820969087101,13.874132911594348,8.329125953526468
Healthy,9.490233472682064,13.693168107870491,8.585907543746034
Healthy,9.42464227585101,13.950828099700285,8.604898806309501
Healthy,9.505235108438361,13.792241708090208,8.664136192287623
Healthy,9.341264168863374,13.682702338198164,8.430291714697013
Healthy,9.306669794235459,13.52867664695917,8.409329284600815
Healthy,9.121140527727759,13.365566863520685,8.204542773859092
Healthy,9.156175544050072,13.445619750750526,8.231046825460195
Healthy,9.123442034181659,13.512740191761223,8.238167177327993
Healthy,9.088121649137955,13.515122127181812,8.196957633239663
Healthy,9.118488471068268,13.522544120238992,8.218505273995483
Healthy,9.175081854484317,13.615466434283933,8.296675079805963
Healthy,9.14327923978979,13.704415076521162,8.281614881492587
Healthy,9.219002279132331,13.750566647775347,8.369472308563916
Healthy,9.139807359420425,13.665203997156429,8.271775057303847
Healthy,9.138292582208523,13.61359492169162,8.259863787211934
Healthy,9.145566771476956,13.61952669906569,8.26499989196369
Healthy,9.515517513915817,13.856625246061453,8.698170285713575
